{{Base item
|rarity_id                               = normal
|level17_stat_text                       = Supported Skills penetrate 15% Elemental Resistances while each Resonance is at least 25
|level17_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level17_stat1_value                     = 15
|level18                                 = True
|level18_level_requirement               = 66
|level18_stat_text                       = Supported Skills penetrate 15% Elemental Resistances while each Resonance is at least 25
|level18_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level18_stat1_value                     = 15
|level19                                 = True
|level19_level_requirement               = 68
|level19_stat_text                       = Supported Skills penetrate 16% Elemental Resistances while each Resonance is at least 25
|level19_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level19_stat1_value                     = 16
|level20                                 = True
|level20_level_requirement               = 70
|level20_stat_text                       = Supported Skills penetrate 16% Elemental Resistances while each Resonance is at least 25
|level20_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level20_stat1_value                     = 16
|level21                                 = True
|level21_level_requirement               = 72
|level21_stat_text                       = Supported Skills penetrate 17% Elemental Resistances while each Resonance is at least 25
|level21_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level21_stat1_value                     = 17
|level22                                 = True
|level22_level_requirement               = 74
|level22_stat_text                       = Supported Skills penetrate 17% Elemental Resistances while each Resonance is at least 25
|level22_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level22_stat1_value                     = 17
|level23                                 = True
|level23_level_requirement               = 76
|level23_stat_text                       = Supported Skills penetrate 18% Elemental Resistances while each Resonance is at least 25
|level23_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level23_stat1_value                     = 18
|level24                                 = True
|level24_level_requirement               = 78
|level24_stat_text                       = Supported Skills penetrate 18% Elemental Resistances while each Resonance is at least 25
|level24_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level24_stat1_value                     = 18
|level25                                 = True
|level25_level_requirement               = 80
|level25_stat_text                       = Supported Skills penetrate 19% Elemental Resistances while each Resonance is at least 25
|level25_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level25_stat1_value                     = 19
|level26                                 = True
|level26_level_requirement               = 82
|level26_stat_text                       = Supported Skills penetrate 19% Elemental Resistances while each Resonance is at least 25
|level26_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level26_stat1_value                     = 19
|level27                                 = True
|level27_level_requirement               = 84
|level27_stat_text                       = Supported Skills penetrate 20% Elemental Resistances while each Resonance is at least 25
|level27_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level27_stat1_value                     = 20
|level28                                 = True
|level28_level_requirement               = 86
|level28_stat_text                       = Supported Skills penetrate 20% Elemental Resistances while each Resonance is at least 25
|level28_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level28_stat1_value                     = 20
|level29                                 = True
|level29_level_requirement               = 88
|level29_stat_text                       = Supported Skills penetrate 21% Elemental Resistances while each Resonance is at least 25
|level29_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level29_stat1_value                     = 21
|level30                                 = True
|level30_level_requirement               = 90
|level30_stat_text                       = Supported Skills penetrate 21% Elemental Resistances while each Resonance is at least 25
|level30_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level30_stat1_value                     = 21
|level31                                 = True
|level31_level_requirement               = 91
|level31_stat_text                       = Supported Skills penetrate 21% Elemental Resistances while each Resonance is at least 25
|level31_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level31_stat1_value                     = 21
|level32                                 = True
|level32_level_requirement               = 92
|level32_stat_text                       = Supported Skills penetrate 22% Elemental Resistances while each Resonance is at least 25
|level32_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level32_stat1_value                     = 22
|level33                                 = True
|level33_level_requirement               = 93
|level33_stat_text                       = Supported Skills penetrate 22% Elemental Resistances while each Resonance is at least 25
|level33_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level33_stat1_value                     = 22
|level34                                 = True
|level34_level_requirement               = 94
|level34_stat_text                       = Supported Skills penetrate 22% Elemental Resistances while each Resonance is at least 25
|level34_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level34_stat1_value                     = 22
|level35                                 = True
|level35_level_requirement               = 95
|level35_stat_text                       = Supported Skills penetrate 22% Elemental Resistances while each Resonance is at least 25
|level35_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level35_stat1_value                     = 22
|level36                                 = True
|level36_level_requirement               = 96
|level36_stat_text                       = Supported Skills penetrate 23% Elemental Resistances while each Resonance is at least 25
|level36_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level36_stat1_value                     = 23
|level37                                 = True
|level37_level_requirement               = 97
|level37_stat_text                       = Supported Skills penetrate 23% Elemental Resistances while each Resonance is at least 25
|level37_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level37_stat1_value                     = 23
|level38                                 = True
|level38_level_requirement               = 98
|level38_stat_text                       = Supported Skills penetrate 23% Elemental Resistances while each Resonance is at least 25
|level38_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level38_stat1_value                     = 23
|level39                                 = True
|level39_level_requirement               = 99
|level39_stat_text                       = Supported Skills penetrate 23% Elemental Resistances while each Resonance is at least 25
|level39_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level39_stat1_value                     = 23
|level40                                 = True
|level40_level_requirement               = 100
|level40_stat_text                       = Supported Skills penetrate 24% Elemental Resistances while each Resonance is at least 25
|level40_stat1_id                        = damage_penetrates_%_elemental_resistances_while_all_resonance_is_25
|level40_stat1_value                     = 24
|gem_description                         = Supports skills that hit enemies, causing them to gain bonuses while you have resonance of all three elements, and to grant resonance of elements other than the highest one in a hit. There is a maximum of 50 Resonance for each Element. Cannot support triggered skills, instant skills, orb skills, brands, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.
|level1_dexterity_requirement            = 14
|level1_intelligence_requirement         = 21
|level1_experience                       = 0
|level2_dexterity_requirement            = 17
|level2_intelligence_requirement         = 24
|level2_experience                       = 69833
|level3_dexterity_requirement            = 19
|level3_intelligence_requirement         = 28
|level3_experience                       = 198382
|level4_dexterity_requirement            = 21
|level4_intelligence_requirement         = 31
|level4_experience                       = 352935
|level5_dexterity_requirement            = 23
|level5_intelligence_requirement         = 34
|level5_experience                       = 578309
|level6_dexterity_requirement            = 25
|level6_intelligence_requirement         = 37
|level6_experience                       = 898981
|level7_dexterity_requirement            = 27
|level7_intelligence_requirement         = 40
|level7_experience                       = 1346699
|level8_dexterity_requirement            = 29
|level8_intelligence_requirement         = 42
|level8_experience                       = 1962017
|level9_dexterity_requirement            = 31
|level9_intelligence_requirement         = 45
|level9_experience                       = 2796656
|level10_dexterity_requirement           = 33
|level10_intelligence_requirement        = 48
|level10_experience                      = 4367416
|level11_dexterity_requirement           = 35
|level11_intelligence_requirement        = 51
|level11_experience                      = 6001403
|level12_dexterity_requirement           = 37
|level12_intelligence_requirement        = 54
|level12_experience                      = 8152433
|level13_dexterity_requirement           = 39
|level13_intelligence_requirement        = 57
|level13_experience                      = 10964622
|level14_dexterity_requirement           = 41
|level14_intelligence_requirement        = 58
|level14_experience                      = 14619806
|level15_dexterity_requirement           = 42
|level15_intelligence_requirement        = 60
|level15_experience                      = 17637133
|level16_dexterity_requirement           = 43
|level16_intelligence_requirement        = 62
|level16_experience                      = 25456038
|level17_dexterity_requirement           = 44
|level17_intelligence_requirement        = 64
|level17_experience                      = 40712051
|level18_dexterity_requirement           = 46
|level18_intelligence_requirement        = 66
|level18_experience                      = 66972606
|level19_dexterity_requirement           = 47
|level19_intelligence_requirement        = 68
|level19_experience                      = 129828493
|level20_dexterity_requirement           = 48
|level20_intelligence_requirement        = 70
|level20_experience                      = 341831131
|level21_dexterity_requirement           = 50
|level21_intelligence_requirement        = 72
}}
