{{Base item
|rarity_id                               = normal
|level9_stat_text                        = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 36% increased Duration
|level9_stat1_id                         = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level9_stat1_value                      = 36
|level10                                 = True
|level10_level_requirement               = 47
|level10_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 38% increased Duration
|level10_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level10_stat1_value                     = 38
|level11                                 = True
|level11_level_requirement               = 50
|level11_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 40% increased Duration
|level11_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level11_stat1_value                     = 40
|level12                                 = True
|level12_level_requirement               = 53
|level12_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 42% increased Duration
|level12_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level12_stat1_value                     = 42
|level13                                 = True
|level13_level_requirement               = 56
|level13_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 44% increased Duration
|level13_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level13_stat1_value                     = 44
|level14                                 = True
|level14_level_requirement               = 58
|level14_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 46% increased Duration
|level14_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level14_stat1_value                     = 46
|level15                                 = True
|level15_level_requirement               = 60
|level15_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 48% increased Duration
|level15_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level15_stat1_value                     = 48
|level16                                 = True
|level16_level_requirement               = 62
|level16_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 50% increased Duration
|level16_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level16_stat1_value                     = 50
|level17                                 = True
|level17_level_requirement               = 64
|level17_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 52% increased Duration
|level17_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level17_stat1_value                     = 52
|level18                                 = True
|level18_level_requirement               = 66
|level18_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 54% increased Duration
|level18_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level18_stat1_value                     = 54
|level19                                 = True
|level19_level_requirement               = 68
|level19_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 56% increased Duration
|level19_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level19_stat1_value                     = 56
|level20                                 = True
|level20_level_requirement               = 70
|level20_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 58% increased Duration
|level20_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level20_stat1_value                     = 58
|level21                                 = True
|level21_level_requirement               = 72
|level21_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 60% increased Duration
|level21_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level21_stat1_value                     = 60
|level22                                 = True
|level22_level_requirement               = 74
|level22_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 62% increased Duration
|level22_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level22_stat1_value                     = 62
|level23                                 = True
|level23_level_requirement               = 76
|level23_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 64% increased Duration
|level23_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level23_stat1_value                     = 64
|level24                                 = True
|level24_level_requirement               = 78
|level24_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 66% increased Duration
|level24_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level24_stat1_value                     = 66
|level25                                 = True
|level25_level_requirement               = 80
|level25_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 68% increased Duration
|level25_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level25_stat1_value                     = 68
|level26                                 = True
|level26_level_requirement               = 82
|level26_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 70% increased Duration
|level26_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level26_stat1_value                     = 70
|level27                                 = True
|level27_level_requirement               = 84
|level27_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 72% increased Duration
|level27_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level27_stat1_value                     = 72
|level28                                 = True
|level28_level_requirement               = 86
|level28_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 74% increased Duration
|level28_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level28_stat1_value                     = 74
|level29                                 = True
|level29_level_requirement               = 88
|level29_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 76% increased Duration
|level29_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level29_stat1_value                     = 76
|level30                                 = True
|level30_level_requirement               = 90
|level30_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 78% increased Duration
|level30_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level30_stat1_value                     = 78
|level31                                 = True
|level31_level_requirement               = 91
|level31_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 79% increased Duration
|level31_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level31_stat1_value                     = 79
|level32                                 = True
|level32_level_requirement               = 92
|level32_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 80% increased Duration
|level32_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level32_stat1_value                     = 80
|level33                                 = True
|level33_level_requirement               = 93
|level33_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 81% increased Duration
|level33_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level33_stat1_value                     = 81
|level34                                 = True
|level34_level_requirement               = 94
|level34_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 82% increased Duration
|level34_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level34_stat1_value                     = 82
|level35                                 = True
|level35_level_requirement               = 95
|level35_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 83% increased Duration
|level35_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level35_stat1_value                     = 83
|level36                                 = True
|level36_level_requirement               = 96
|level36_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 84% increased Duration
|level36_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level36_stat1_value                     = 84
|level37                                 = True
|level37_level_requirement               = 97
|level37_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 85% increased Duration
|level37_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level37_stat1_value                     = 85
|level38                                 = True
|level38_level_requirement               = 98
|level38_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 86% increased Duration
|level38_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level38_stat1_value                     = 86
|level39                                 = True
|level39_level_requirement               = 99
|level39_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 87% increased Duration
|level39_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level39_stat1_value                     = 87
|level40                                 = True
|level40_level_requirement               = 100
|level40_stat_text                       = [DNT] Ignites from Stunning Melee Hits from Supported Skills have 88% increased Duration
|level40_stat1_id                        = support_conflagration_ignites_from_stunning_melee_hits_duration_+%
|level40_stat1_value                     = 88
|gem_description                         = [DNT] Supports melee attack skills.
|level1_strength_requirement             = 33
|level1_experience                       = 0
|level2_strength_requirement             = 39
|level2_experience                       = 69833
|level3_strength_requirement             = 45
|level3_experience                       = 198382
|level4_strength_requirement             = 49
|level4_experience                       = 352935
|level5_strength_requirement             = 54
|level5_experience                       = 578309
|level6_strength_requirement             = 58
|level6_experience                       = 898981
|level7_strength_requirement             = 63
|level7_experience                       = 1346699
|level8_strength_requirement             = 67
|level8_experience                       = 1962017
|level9_strength_requirement             = 72
|level9_experience                       = 2796656
|level10_strength_requirement            = 76
|level10_experience                      = 4367416
|level11_strength_requirement            = 81
|level11_experience                      = 6001403
|level12_strength_requirement            = 85
|level12_experience                      = 8152433
|level13_strength_requirement            = 90
|level13_experience                      = 10964622
|level14_strength_requirement            = 93
|level14_experience                      = 14619806
|level15_strength_requirement            = 96
|level15_experience                      = 17637133
|level16_strength_requirement            = 99
|level16_experience                      = 25456038
|level17_strength_requirement            = 102
|level17_experience                      = 40712051
|level18_strength_requirement            = 105
|level18_experience                      = 66972606
|level19_strength_requirement            = 108
|level19_experience                      = 129828493
|level20_strength_requirement            = 111
|level20_experience                      = 341831131
|level21_strength_requirement            = 114
}}
