{{Item
|rarity_id                               = normal
|level21_stat_text                       = Supported Attacks deal 18% more Damage for each Warcry Exerting them
|level21_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level21_stat1_value                     = 18
|level22                                 = True
|level22_level_requirement               = 74
|level22_stat_text                       = Supported Attacks deal 18% more Damage for each Warcry Exerting them
|level22_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level22_stat1_value                     = 18
|level23                                 = True
|level23_level_requirement               = 76
|level23_stat_text                       = Supported Attacks deal 19% more Damage for each Warcry Exerting them
|level23_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level23_stat1_value                     = 19
|level24                                 = True
|level24_level_requirement               = 78
|level24_stat_text                       = Supported Attacks deal 19% more Damage for each Warcry Exerting them
|level24_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level24_stat1_value                     = 19
|level25                                 = True
|level25_level_requirement               = 80
|level25_stat_text                       = Supported Attacks deal 19% more Damage for each Warcry Exerting them
|level25_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level25_stat1_value                     = 19
|level26                                 = True
|level26_level_requirement               = 82
|level26_stat_text                       = Supported Attacks deal 20% more Damage for each Warcry Exerting them
|level26_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level26_stat1_value                     = 20
|level27                                 = True
|level27_level_requirement               = 84
|level27_stat_text                       = Supported Attacks deal 20% more Damage for each Warcry Exerting them
|level27_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level27_stat1_value                     = 20
|level28                                 = True
|level28_level_requirement               = 86
|level28_stat_text                       = Supported Attacks deal 20% more Damage for each Warcry Exerting them
|level28_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level28_stat1_value                     = 20
|level29                                 = True
|level29_level_requirement               = 88
|level29_stat_text                       = Supported Attacks deal 20% more Damage for each Warcry Exerting them
|level29_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level29_stat1_value                     = 20
|level30                                 = True
|level30_level_requirement               = 90
|level30_stat_text                       = Supported Attacks deal 21% more Damage for each Warcry Exerting them
|level30_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level30_stat1_value                     = 21
|level31                                 = True
|level31_level_requirement               = 91
|level31_stat_text                       = Supported Attacks deal 21% more Damage for each Warcry Exerting them
|level31_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level31_stat1_value                     = 21
|level32                                 = True
|level32_level_requirement               = 92
|level32_stat_text                       = Supported Attacks deal 21% more Damage for each Warcry Exerting them
|level32_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level32_stat1_value                     = 21
|level33                                 = True
|level33_level_requirement               = 93
|level33_stat_text                       = Supported Attacks deal 21% more Damage for each Warcry Exerting them
|level33_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level33_stat1_value                     = 21
|level34                                 = True
|level34_level_requirement               = 94
|level34_stat_text                       = Supported Attacks deal 21% more Damage for each Warcry Exerting them
|level34_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level34_stat1_value                     = 21
|level35                                 = True
|level35_level_requirement               = 95
|level35_stat_text                       = Supported Attacks deal 21% more Damage for each Warcry Exerting them
|level35_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level35_stat1_value                     = 21
|level36                                 = True
|level36_level_requirement               = 96
|level36_stat_text                       = Supported Attacks deal 22% more Damage for each Warcry Exerting them
|level36_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level36_stat1_value                     = 22
|level37                                 = True
|level37_level_requirement               = 97
|level37_stat_text                       = Supported Attacks deal 22% more Damage for each Warcry Exerting them
|level37_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level37_stat1_value                     = 22
|level38                                 = True
|level38_level_requirement               = 98
|level38_stat_text                       = Supported Attacks deal 22% more Damage for each Warcry Exerting them
|level38_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level38_stat1_value                     = 22
|level39                                 = True
|level39_level_requirement               = 99
|level39_stat_text                       = Supported Attacks deal 22% more Damage for each Warcry Exerting them
|level39_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level39_stat1_value                     = 22
|level40                                 = True
|level40_level_requirement               = 100
|level40_stat_text                       = Supported Attacks deal 22% more Damage for each Warcry Exerting them
|level40_stat1_id                        = support_overexertion_damage_+%_final_per_warcry_exerting_action
|level40_stat1_value                     = 22
|gem_description                         = Supports melee attack skills which can be exerted. Cannot modify the skills of minions. Vaal skills and channelling skills cannot be exerted.
|level1_strength_requirement             = 63
|level1_experience                       = 0
|level2_strength_requirement             = 66
|level2_experience                       = 388734
|level3_strength_requirement             = 69
|level3_experience                       = 866171
|level4_strength_requirement             = 72
|level4_experience                       = 1449957
|level5_strength_requirement             = 75
|level5_experience                       = 2160316
|level6_strength_requirement             = 78
|level6_experience                       = 3515827
|level7_strength_requirement             = 81
|level7_experience                       = 4654704
|level8_strength_requirement             = 84
|level8_experience                       = 6022937
|level9_strength_requirement             = 87
|level9_experience                       = 7661275
|level10_strength_requirement            = 90
|level10_experience                      = 9617923
|level11_strength_requirement            = 93
|level11_experience                      = 13273107
|level12_strength_requirement            = 96
|level12_experience                      = 16290434
|level13_strength_requirement            = 99
|level13_experience                      = 19866666
|level14_strength_requirement            = 102
|level14_experience                      = 24098333
|level15_strength_requirement            = 103
|level15_experience                      = 26493411
|level16_strength_requirement            = 105
|level16_experience                      = 34914474
|level17_strength_requirement            = 106
|level17_experience                      = 51074457
|level18_strength_requirement            = 108
|level18_experience                      = 92244824
|level19_strength_requirement            = 109
|level19_experience                      = 179039272
|level20_strength_requirement            = 111
|level20_experience                      = 336444335
|level21_strength_requirement            = 114
}}
